,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
394,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6
395,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6
396,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4
397,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6
398,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2
399,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3
400,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4
401,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4
402,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2
403,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6
404,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2
405,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6
406,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6
407,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7
408,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7
409,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6
410,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3
411,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6
412,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7
413,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3
414,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6
415,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7
416,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6
417,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6
418,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6
419,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6
420,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1
421,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6
422,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4
423,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3
424,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6
425,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6
426,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6
427,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4
428,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4
429,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6
430,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7
431,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6
432,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4
433,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2
434,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6
435,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6
436,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
437,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6
438,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6
439,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6
440,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6
441,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6
442,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3
443,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6
444,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6
445,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7
446,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6
447,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6
448,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6
449,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6
450,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6
451,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4
452,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6
453,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6
454,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2
455,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6
456,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4
457,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7
458,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6
459,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6
460,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4
461,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4
462,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3
463,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3
464,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6
465,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7
466,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6
467,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6
468,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6
469,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6
470,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6
471,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4
472,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6
473,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6
474,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6
475,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6
476,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4
477,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6
478,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2
479,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6
480,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5
481,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6
482,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6
483,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4
484,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6
485,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6
486,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6
487,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6
488,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2
489,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6
490,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3
491,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2
492,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4
493,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6
494,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6
495,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6
496,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6
497,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6
498,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6
499,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6
500,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6
501,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4
502,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4
503,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4
504,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4
505,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6
506,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6
507,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6
508,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6
509,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6
510,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6
511,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6
512,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6
513,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2
514,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6
515,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6
516,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6
517,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6
518,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6
519,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6
520,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6
521,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3
522,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4
523,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6
524,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6
525,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6
526,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4
527,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6
528,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6
529,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3
530,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6
531,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6
532,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3
533,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6
534,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1
535,Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6
536,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3
537,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6
538,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6
539,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6
540,Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6
541,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6
542,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6
543,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6
544,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6
545,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6
546,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6
547,Female,No,26,No,Doctor,0.0,Low,2.0,Cat_6
548,Female,Yes,60,Yes,Artist,8.0,High,2.0,Cat_6
549,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6
550,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3
551,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6
552,Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7
553,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6
554,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3
555,Male,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3
556,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6
557,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6
558,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_3
559,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2
560,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2
561,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6
562,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3
563,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6
564,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4
565,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6
566,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2
567,Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6
568,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6
569,Male,Yes,88,No,Executive,0.0,Low,1.0,Cat_6
570,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2
571,Male,No,18,No,Healthcare,7.0,Low,3.0,Cat_1
572,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6
573,Female,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4
574,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6
575,Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6
576,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6
577,Male,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6
578,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6
579,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4
580,Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6
581,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6
582,Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6
583,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6
584,Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2
585,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5
586,Male,No,41,No,Entertainment,0.0,Low,2.0,Cat_6
587,Male,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6
588,Male,No,33,No,Marketing,2.0,Low,3.0,Cat_6
589,Male,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6
590,Male,Yes,25,No,Executive,1.0,Low,2.0,Cat_4
591,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_6
592,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_6
593,Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6
594,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6
595,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_4
596,Male,Yes,85,Yes,Artist,1.0,High,4.0,Cat_6
597,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6
598,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6
599,Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2
600,Male,Yes,53,Yes,Engineer,1.0,Low,2.0,Cat_3
601,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6
602,Female,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4
603,Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2
604,Female,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6
605,Female,Yes,35,Yes,Healthcare,1.0,Low,3.0,Cat_6
606,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6
607,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4
608,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6
609,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6
610,Female,No,26,No,Healthcare,10.0,Low,1.0,Cat_6
611,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6
612,Male,Yes,61,Yes,Entertainment,1.0,Average,4.0,Cat_6
613,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6
614,Male,No,72,No,Marketing,1.0,Low,2.0,Cat_6
615,Male,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6
616,Female,Yes,51,No,Engineer,1.0,Average,5.0,Cat_4
617,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3
618,Male,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6
619,Female,No,45,Yes,Healthcare,4.0,Low,1.0,Cat_6
620,Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6
621,Male,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6
622,Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_6
623,Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6
624,Female,No,30,No,Marketing,1.0,Low,4.0,Cat_6
625,Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6
626,Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4
627,Male,Yes,32,Yes,Entertainment,6.0,Low,2.0,Cat_2
628,Male,Yes,52,Yes,Artist,0.0,High,2.0,Cat_6
629,Female,Yes,42,No,Entertainment,0.0,Average,3.0,Cat_6
630,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6
631,Female,Yes,52,Yes,Artist,9.0,Low,2.0,Cat_6
632,Male,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6
633,Female,Yes,47,Yes,Marketing,1.0,Low,1.0,Cat_6
634,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_6
635,Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3
636,Female,Yes,56,Yes,Artist,0.0,Average,5.0,Cat_6
637,Female,Yes,53,No,Engineer,7.0,Average,6.0,Cat_4
638,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_4
639,Female,No,37,No,Homemaker,1.0,Low,1.0,Cat_1
640,Female,Yes,36,No,Artist,2.0,Average,4.0,Cat_3
641,Male,No,25,Yes,Entertainment,2.0,Low,3.0,Cat_1
642,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6
643,Male,No,35,Yes,Entertainment,1.0,Low,3.0,Cat_3
644,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
645,Female,Yes,31,No,Artist,1.0,Low,4.0,Cat_6
646,Male,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6
647,Male,No,20,No,Healthcare,7.0,Low,3.0,Cat_6
648,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6
649,Male,Yes,25,No,Entertainment,3.0,Average,2.0,Cat_3
650,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6
651,Female,No,27,Yes,Artist,1.0,Low,6.0,Cat_6
652,Male,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2
653,Female,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6
654,Male,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3
655,Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4
656,Female,No,18,No,Healthcare,8.0,Low,5.0,Cat_6
657,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6
658,Male,Yes,55,No,Artist,1.0,Low,1.0,Cat_6
659,Female,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6
660,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_6
661,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6
662,Male,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6
663,Male,Yes,35,No,Executive,0.0,High,5.0,Cat_6
664,Female,No,26,No,Executive,8.0,Low,3.0,Cat_6
665,Male,Yes,38,Yes,Entertainment,1.0,Average,2.0,Cat_6
666,Male,Yes,43,Yes,Doctor,1.0,Low,4.0,Cat_3
667,Male,No,41,Yes,Entertainment,1.0,Low,2.0,Cat_3
668,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_3
669,Male,Yes,71,No,Marketing,1.0,Low,1.0,Cat_6
670,Female,No,32,Yes,Entertainment,1.0,Low,3.0,Cat_6
671,Male,Yes,60,Yes,Entertainment,1.0,Average,3.0,Cat_6
672,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_2
673,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0,Cat_3
674,Female,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6
675,Male,Yes,51,No,Artist,0.0,Low,3.0,Cat_6
676,Male,Yes,52,Yes,Executive,1.0,Low,4.0,Cat_6
677,Male,Yes,31,Yes,Marketing,13.0,High,4.0,Cat_4
678,Male,No,39,No,Engineer,1.0,Low,1.0,Cat_6
679,Female,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6
680,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6
681,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6
682,Female,Yes,50,Yes,Doctor,1.0,Average,3.0,Cat_6
683,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_6
684,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6
685,Male,Yes,53,Yes,Doctor,14.0,Average,2.0,Cat_6
686,Female,Yes,26,Yes,Artist,12.0,Average,2.0,Cat_6
687,Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_6
688,Female,Yes,48,No,Lawyer,1.0,High,2.0,Cat_6
689,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6
690,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2
691,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6
692,Male,Yes,73,No,Executive,1.0,Low,1.0,Cat_6
693,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
694,Male,Yes,70,Yes,Lawyer,0.0,Low,1.0,Cat_6
695,Male,Yes,58,Yes,Engineer,0.0,Low,1.0,Cat_6
696,Male,No,18,Yes,Healthcare,1.0,Low,2.0,Cat_6
697,Male,No,32,No,Healthcare,0.0,Low,4.0,Cat_6
698,Female,No,40,Yes,Lawyer,4.0,Low,1.0,Cat_6
699,Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6
700,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6
701,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_2
702,Male,No,30,Yes,Marketing,12.0,Low,4.0,Cat_6
703,Female,No,35,Yes,Artist,5.0,Low,1.0,Cat_6
704,Male,Yes,28,No,Doctor,0.0,Low,5.0,Cat_1
705,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_6
706,Male,No,39,Yes,Entertainment,1.0,Low,8.0,Cat_3
707,Female,Yes,26,Yes,Engineer,6.0,High,7.0,Cat_4
708,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6
709,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_7
710,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6
711,Male,Yes,45,No,Entertainment,10.0,Average,4.0,Cat_6
712,Female,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_6
713,Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6
714,Female,Yes,27,Yes,Healthcare,9.0,High,2.0,Cat_6
715,Male,Yes,47,No,Executive,0.0,Low,7.0,Cat_4
716,Male,Yes,36,Yes,Artist,6.0,Average,4.0,Cat_6
717,Male,No,25,No,Doctor,7.0,Low,4.0,Cat_6
718,Male,No,32,No,Healthcare,0.0,Low,7.0,Cat_6
719,Male,Yes,41,No,Executive,6.0,High,3.0,Cat_4
720,Female,Yes,50,Yes,Artist,9.0,Average,4.0,Cat_6
721,Female,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6
722,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_6
723,Male,Yes,63,Yes,Marketing,1.0,High,3.0,Cat_6
724,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6
725,Female,Yes,31,No,Engineer,8.0,Low,2.0,Cat_4
726,Female,No,45,No,Entertainment,8.0,Low,2.0,Cat_6
727,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_6
728,Male,No,26,No,Doctor,1.0,Low,3.0,Cat_6
729,Female,No,38,Yes,Marketing,8.0,Low,3.0,Cat_4
730,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6
731,Male,No,61,Yes,Lawyer,1.0,Low,1.0,Cat_6
732,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_2
733,Female,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6
734,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4
735,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_2
736,Male,No,52,Yes,Artist,1.0,Low,3.0,Cat_3
737,Male,No,22,No,Marketing,0.0,Low,3.0,Cat_4
738,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_3
739,Female,Yes,40,No,Engineer,0.0,Low,3.0,Cat_6
740,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6
741,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6
742,Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_6
743,Male,No,48,Yes,Engineer,0.0,Low,1.0,Cat_2
744,Male,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6
745,Male,Yes,62,Yes,Artist,0.0,Low,1.0,Cat_6
746,Male,Yes,41,No,Artist,1.0,Average,6.0,Cat_6
747,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6
748,Female,No,20,No,Healthcare,4.0,Low,3.0,Cat_4
749,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_4
750,Female,Yes,56,Yes,Entertainment,1.0,Average,3.0,Cat_4
751,Male,Yes,39,No,Executive,1.0,High,7.0,Cat_4
752,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_4
753,Female,No,35,No,Engineer,1.0,Low,1.0,Cat_4
754,Male,No,33,Yes,Healthcare,0.0,Low,2.0,Cat_6
755,Male,No,42,Yes,Artist,1.0,Low,2.0,Cat_6
756,Male,No,35,Yes,Artist,5.0,Low,2.0,Cat_6
757,Female,No,27,No,Healthcare,0.0,Low,3.0,Cat_6
758,Male,No,33,No,Entertainment,6.0,Low,2.0,Cat_4
759,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6
760,Female,No,35,No,Entertainment,4.0,Low,2.0,Cat_6
761,Male,No,22,No,Healthcare,0.0,Low,9.0,Cat_6
762,Male,Yes,40,Yes,Artist,3.0,Average,4.0,Cat_3
763,Male,Yes,51,Yes,Artist,3.0,Average,2.0,Cat_6
764,Male,Yes,82,Yes,Lawyer,1.0,High,2.0,Cat_6
765,Male,Yes,43,Yes,Artist,6.0,Average,3.0,Cat_6
766,Female,No,29,No,Marketing,9.0,Low,4.0,Cat_2
767,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6
768,Male,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_6
769,Male,No,32,Yes,Healthcare,0.0,Low,6.0,Cat_7
770,Male,No,26,Yes,Entertainment,5.0,Low,4.0,Cat_6
771,Male,Yes,39,Yes,Entertainment,0.0,Average,4.0,Cat_3
772,Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_6
773,Male,Yes,51,Yes,Doctor,11.0,Average,2.0,Cat_6
774,Male,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6
775,Male,No,51,No,Entertainment,1.0,Low,1.0,Cat_6
776,Male,No,33,No,Healthcare,0.0,Low,5.0,Cat_5
777,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6
778,Female,Yes,78,No,Lawyer,1.0,High,2.0,Cat_4
779,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6
780,Male,No,26,No,Healthcare,0.0,Low,7.0,Cat_6
781,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4
782,Male,Yes,27,No,Engineer,6.0,Low,3.0,Cat_6
783,Male,Yes,37,No,Entertainment,0.0,Average,4.0,Cat_3
784,Female,No,33,Yes,Marketing,1.0,Low,3.0,Cat_5
785,Female,Yes,57,No,Engineer,0.0,Low,1.0,Cat_6
786,Male,No,35,Yes,Entertainment,0.0,Low,3.0,Cat_3
787,Female,No,26,Yes,Artist,1.0,Low,3.0,Cat_2
788,Male,No,31,Yes,Doctor,1.0,Low,2.0,Cat_6
