,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Clusters
372,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,1
373,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,1
374,Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,0
375,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,1
376,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,0
377,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,2
378,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,0
379,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,1
380,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,1
381,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,1
382,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,0
383,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,0
384,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,2
385,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,0
386,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,2
387,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,0
388,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,0
389,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,0
390,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,1
391,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,2
392,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,0
393,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,1
394,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,1
395,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,0
396,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,0
397,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,0
398,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,0
399,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,0
400,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,0
401,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,1
402,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,1
403,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
404,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,0
405,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,2
406,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,1
407,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,1
408,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,0
409,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,0
410,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,0
411,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,1
412,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,0
413,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,0
414,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,0
415,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,1
416,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,0
417,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,1
418,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,0
419,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,1
420,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,0
421,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,0
422,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,0
423,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,1
424,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,2
425,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,1
426,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,1
427,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,0
428,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,1
429,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,1
430,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,1
431,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,0
432,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,0
433,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,0
434,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,0
435,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,1
436,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,1
437,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,1
438,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,0
439,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,2
440,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,2
441,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,2
442,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,1
443,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,0
444,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,0
445,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,1
446,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,1
447,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,1
448,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,1
449,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,0
450,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,2
451,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,1
452,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,1
453,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,2
454,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,1
455,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,0
456,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,0
457,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,1
458,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,0
459,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,1
460,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,0
461,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,1
462,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,0
463,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,1
464,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,1
465,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,0
466,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,1
467,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
468,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,1
469,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,1
470,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,0
471,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,0
472,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,1
473,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,2
474,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,1
475,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,1
476,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,0
477,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,2
478,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,1
479,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,0
480,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,0
481,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
482,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,0
483,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,0
484,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,1
485,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,1
486,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,0
487,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,1
488,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,1
489,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,0
490,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,2
491,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,1
492,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,0
493,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,1
494,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,2
495,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,1
496,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,1
497,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,1
498,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,1
499,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,2
500,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,0
501,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,2
502,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,0
503,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,1
504,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,0
505,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,1
506,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,1
507,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,1
508,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,0
509,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,0
510,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,2
511,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,1
512,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,2
513,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,1
514,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,0
515,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,0
516,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,1
517,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,0
518,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,0
519,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,1
520,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,0
521,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,0
522,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,0
523,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,0
524,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,1
525,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,0
526,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,1
527,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
528,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
529,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,2
530,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,1
531,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,0
532,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,0
533,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,2
534,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,1
535,Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,1
536,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,2
537,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,0
538,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,1
539,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,1
540,Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,2
541,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,1
542,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,1
543,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6,0
544,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,1
545,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Cat_6,1
546,Female,Yes,71,No,Lawyer,1.0,High,3.0,Cat_6,2
547,Female,No,26,No,Doctor,0.0,Low,2.0,Cat_6,0
548,Female,Yes,60,Yes,Artist,8.0,High,2.0,Cat_6,2
549,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,1
550,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3,1
551,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,0
552,Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Cat_7,0
553,Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,1
554,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Cat_3,1
555,Male,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3,0
556,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,2
557,Female,No,37,Yes,Artist,12.0,Low,2.0,Cat_6,0
558,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_3,0
559,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,0
560,Female,No,25,No,Healthcare,0.0,Low,4.0,Cat_2,0
561,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6,0
562,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,0
563,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,0
564,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,1
565,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6,1
566,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,0
567,Male,Yes,26,No,Executive,9.0,High,4.0,Cat_6,0
568,Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,2
569,Male,Yes,88,No,Executive,0.0,Low,1.0,Cat_6,2
570,Female,No,40,Yes,Healthcare,8.0,Low,4.0,Cat_2,1
571,Male,No,18,No,Healthcare,7.0,Low,3.0,Cat_1,0
572,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,2
573,Female,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4,0
574,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,0
575,Male,Yes,46,No,Executive,0.0,High,2.0,Cat_6,1
576,Female,Yes,53,No,Homemaker,2.0,High,3.0,Cat_6,1
577,Male,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6,1
578,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_6,2
579,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,0
580,Male,No,29,No,Doctor,1.0,Low,2.0,Cat_6,0
581,Male,Yes,46,No,Artist,0.0,Low,2.0,Cat_6,1
582,Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6,2
583,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,0
584,Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,0
585,Female,No,33,No,Healthcare,7.0,Low,4.0,Cat_5,0
586,Male,No,41,No,Entertainment,0.0,Low,2.0,Cat_6,1
587,Male,Yes,25,Yes,Entertainment,8.0,Average,2.0,Cat_6,0
588,Male,No,33,No,Marketing,2.0,Low,3.0,Cat_6,0
589,Male,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,1
590,Male,Yes,25,No,Executive,1.0,Low,2.0,Cat_4,0
591,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_6,0
592,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,0
593,Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6,0
594,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,0
595,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_4,0
596,Male,Yes,85,Yes,Artist,1.0,High,4.0,Cat_6,2
597,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,1
598,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,2
599,Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,0
600,Male,Yes,53,Yes,Engineer,1.0,Low,2.0,Cat_3,1
601,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,1
602,Female,Yes,39,No,Engineer,9.0,Average,6.0,Cat_4,1
603,Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2,0
604,Female,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6,0
605,Female,Yes,35,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
606,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,Cat_6,1
607,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4,1
608,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,1
609,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,1
610,Female,No,26,No,Healthcare,10.0,Low,1.0,Cat_6,0
611,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,0
612,Male,Yes,61,Yes,Entertainment,1.0,Average,4.0,Cat_6,2
613,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,2
614,Male,No,72,No,Marketing,1.0,Low,2.0,Cat_6,2
615,Male,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,2
616,Female,Yes,51,No,Engineer,1.0,Average,5.0,Cat_4,1
617,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,1
618,Male,Yes,59,No,Entertainment,8.0,Average,3.0,Cat_6,2
619,Female,No,45,Yes,Healthcare,4.0,Low,1.0,Cat_6,1
620,Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6,2
621,Male,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6,1
622,Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_6,0
623,Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6,2
624,Female,No,30,No,Marketing,1.0,Low,4.0,Cat_6,0
625,Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,0
626,Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,0
627,Male,Yes,32,Yes,Entertainment,6.0,Low,2.0,Cat_2,0
628,Male,Yes,52,Yes,Artist,0.0,High,2.0,Cat_6,1
629,Female,Yes,42,No,Entertainment,0.0,Average,3.0,Cat_6,1
630,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,1
631,Female,Yes,52,Yes,Artist,9.0,Low,2.0,Cat_6,1
632,Male,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6,2
633,Female,Yes,47,Yes,Marketing,1.0,Low,1.0,Cat_6,1
634,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_6,1
635,Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3,0
636,Female,Yes,56,Yes,Artist,0.0,Average,5.0,Cat_6,1
637,Female,Yes,53,No,Engineer,7.0,Average,6.0,Cat_4,1
638,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_4,1
639,Female,No,37,No,Homemaker,1.0,Low,1.0,Cat_1,0
640,Female,Yes,36,No,Artist,2.0,Average,4.0,Cat_3,0
641,Male,No,25,Yes,Entertainment,2.0,Low,3.0,Cat_1,0
642,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,1
643,Male,No,35,Yes,Entertainment,1.0,Low,3.0,Cat_3,0
644,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,2
645,Female,Yes,31,No,Artist,1.0,Low,4.0,Cat_6,0
646,Male,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6,1
647,Male,No,20,No,Healthcare,7.0,Low,3.0,Cat_6,0
648,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6,2
649,Male,Yes,25,No,Entertainment,3.0,Average,2.0,Cat_3,0
650,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,1
651,Female,No,27,Yes,Artist,1.0,Low,6.0,Cat_6,0
652,Male,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2,1
653,Female,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,1
654,Male,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3,1
655,Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4,2
656,Female,No,18,No,Healthcare,8.0,Low,5.0,Cat_6,0
657,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,0
658,Male,Yes,55,No,Artist,1.0,Low,1.0,Cat_6,1
659,Female,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6,2
660,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_6,0
661,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,1
662,Male,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,1
663,Male,Yes,35,No,Executive,0.0,High,5.0,Cat_6,0
664,Female,No,26,No,Executive,8.0,Low,3.0,Cat_6,0
665,Male,Yes,38,Yes,Entertainment,1.0,Average,2.0,Cat_6,1
666,Male,Yes,43,Yes,Doctor,1.0,Low,4.0,Cat_3,1
667,Male,No,41,Yes,Entertainment,1.0,Low,2.0,Cat_3,1
668,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_3,1
669,Male,Yes,71,No,Marketing,1.0,Low,1.0,Cat_6,2
670,Female,No,32,Yes,Entertainment,1.0,Low,3.0,Cat_6,0
671,Male,Yes,60,Yes,Entertainment,1.0,Average,3.0,Cat_6,2
672,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_2,0
673,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0,Cat_3,1
674,Female,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6,2
675,Male,Yes,51,No,Artist,0.0,Low,3.0,Cat_6,1
676,Male,Yes,52,Yes,Executive,1.0,Low,4.0,Cat_6,1
677,Male,Yes,31,Yes,Marketing,13.0,High,4.0,Cat_4,0
678,Male,No,39,No,Engineer,1.0,Low,1.0,Cat_6,1
679,Female,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,1
680,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,0
681,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,0
682,Female,Yes,50,Yes,Doctor,1.0,Average,3.0,Cat_6,1
683,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_6,0
684,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,0
685,Male,Yes,53,Yes,Doctor,14.0,Average,2.0,Cat_6,1
686,Female,Yes,26,Yes,Artist,12.0,Average,2.0,Cat_6,0
687,Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_6,0
688,Female,Yes,48,No,Lawyer,1.0,High,2.0,Cat_6,1
689,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,0
690,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,0
691,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,2
692,Male,Yes,73,No,Executive,1.0,Low,1.0,Cat_6,2
693,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,1
694,Male,Yes,70,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
695,Male,Yes,58,Yes,Engineer,0.0,Low,1.0,Cat_6,1
696,Male,No,18,Yes,Healthcare,1.0,Low,2.0,Cat_6,0
697,Male,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,0
698,Female,No,40,Yes,Lawyer,4.0,Low,1.0,Cat_6,1
699,Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6,1
700,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,0
701,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_2,1
702,Male,No,30,Yes,Marketing,12.0,Low,4.0,Cat_6,0
703,Female,No,35,Yes,Artist,5.0,Low,1.0,Cat_6,0
704,Male,Yes,28,No,Doctor,0.0,Low,5.0,Cat_1,0
705,Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_6,1
706,Male,No,39,Yes,Entertainment,1.0,Low,8.0,Cat_3,1
707,Female,Yes,26,Yes,Engineer,6.0,High,7.0,Cat_4,0
708,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6,0
709,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_7,0
710,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,1
711,Male,Yes,45,No,Entertainment,10.0,Average,4.0,Cat_6,1
712,Female,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_6,2
713,Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,1
714,Female,Yes,27,Yes,Healthcare,9.0,High,2.0,Cat_6,0
715,Male,Yes,47,No,Executive,0.0,Low,7.0,Cat_4,1
716,Male,Yes,36,Yes,Artist,6.0,Average,4.0,Cat_6,0
717,Male,No,25,No,Doctor,7.0,Low,4.0,Cat_6,0
718,Male,No,32,No,Healthcare,0.0,Low,7.0,Cat_6,0
719,Male,Yes,41,No,Executive,6.0,High,3.0,Cat_4,1
720,Female,Yes,50,Yes,Artist,9.0,Average,4.0,Cat_6,1
721,Female,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6,2
722,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_6,2
723,Male,Yes,63,Yes,Marketing,1.0,High,3.0,Cat_6,2
724,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,0
725,Female,Yes,31,No,Engineer,8.0,Low,2.0,Cat_4,0
726,Female,No,45,No,Entertainment,8.0,Low,2.0,Cat_6,1
727,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_6,1
728,Male,No,26,No,Doctor,1.0,Low,3.0,Cat_6,0
729,Female,No,38,Yes,Marketing,8.0,Low,3.0,Cat_4,1
730,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,2
731,Male,No,61,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
732,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_2,2
733,Female,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,1
734,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4,0
735,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_2,0
736,Male,No,52,Yes,Artist,1.0,Low,3.0,Cat_3,1
737,Male,No,22,No,Marketing,0.0,Low,3.0,Cat_4,0
738,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_3,0
739,Female,Yes,40,No,Engineer,0.0,Low,3.0,Cat_6,1
740,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,1
741,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,0
742,Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_6,2
743,Male,No,48,Yes,Engineer,0.0,Low,1.0,Cat_2,1
744,Male,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6,2
745,Male,Yes,62,Yes,Artist,0.0,Low,1.0,Cat_6,2
